City_Name,District_Name,Area_Name,Latitude,Longitude,Tourist_Place,Hidden_Place,Nearby_Hotel_Name,Hotel_Rating,Hotel_Address,Restaurant_Name,Restaurant_Rating,Restaurant_Address,Tiffin_Center_Name,Tiffin_Address,Lunch_Meals_Hotel,Lunch_Address,Accommodation_Details,Emergency_Service,Emergency_Address,Rating,Description,Final_Rating,Entry_Fee,Hotel
Movva,Krishna,Movva Railway Station Area,15.960718,79.704106,Movva Railway Station Area Cultural Museum,Movva Railway Station Area Hidden Creek,Grand Movva Railway Station Area Inn,4.0,"Near Movva Railway Station Area Main Junction, Movva",Movva Railway Station Area Spice Dhaba,4.1,"Opposite Movva Historic Fort Ruins, Movva Railway Station Area, Movva",New Movva Railway Station Area Cafe,"Market Road, Movva Railway Station Area, Movva",Movva Railway Station Area Spice Dhaba,"Highway Bypass / Movva Railway Station Area Center, Movva",Grand Movva Railway Station Area Inn / Similar Accommodations,Movva Railway Station Area Government Hospital,"Main Road, Movva Railway Station Area, Movva",4.0,,4.0,,
Movva,Krishna,Movva Main Bazar,15.952813,79.742444,Movva Central Park,Movva Weavers Hamlet,Grand Movva Suites,4.8,"Near Movva Main Bazar Main Junction, Movva",Movva Family Restaurant,4.1,"Opposite Movva Historic Fort Ruins, Movva Main Bazar, Movva",Authentic Movva Breakfast Corner,"Market Road, Movva Main Bazar, Movva",Movva Family Restaurant,"Highway Bypass / Movva Main Bazar Center, Movva",Grand Movva Suites / Similar Accommodations,Movva Government Hospital,"Main Road, Movva Main Bazar, Movva",4.0,,4.0,,
Muddanur,YSR Kadapa,Muddanur Main Road,15.981551,79.729754,Muddanur Main Road Heritage Temple,Muddanur Main Road Ancient Stepwell,Hotel Muddanur Main Road Inn,4.2,"Near Muddanur Main Road Main Junction, Muddanur",Muddanur Main Road Flavours,3.6,"Opposite Muddanur Botanical Garden, Muddanur Main Road, Muddanur",New Muddanur Main Road Breakfast Corner,"Market Road, Muddanur Main Road, Muddanur",Muddanur Main Road Flavours,"Highway Bypass / Muddanur Main Road Center, Muddanur",Hotel Muddanur Main Road Inn / Similar Accommodations,Muddanur Main Road Primary Health Centre,"Main Road, Muddanur Main Road, Muddanur",4.0,,4.0,Free,
Muddanur,YSR Kadapa,Muddanur Main Bazar,16.007967,79.731054,Muddanur Lake Viewpoint,Muddanur Old Fort Ruins,The Muddanur Suites,3.9,"Near Muddanur Main Bazar Main Junction, Muddanur",Muddanur Spice Dhaba,4.3,"Opposite Muddanur Lake Promenade, Muddanur Main Bazar, Muddanur",New Muddanur Darshini,"Market Road, Muddanur Main Bazar, Muddanur",Muddanur Spice Dhaba,"Highway Bypass / Muddanur Main Bazar Center, Muddanur",The Muddanur Suites / Similar Accommodations,Muddanur Government Hospital,"Main Road, Muddanur Main Bazar, Muddanur",4.0,,4.0,,
Muddanur,YSR Kadapa,Muddanur RTC Bus Stand Area,16.003535,79.683686,Muddanur Central Park,Muddanur Hidden Creek,Hotel Muddanur Lodge,4.5,"Near Muddanur RTC Bus Stand Area Main Junction, Muddanur",Muddanur Flavours,4.1,"Opposite Muddanur Lake Promenade, Muddanur RTC Bus Stand Area, Muddanur",New Muddanur Darshini,"Market Road, Muddanur RTC Bus Stand Area, Muddanur",Muddanur Flavours,"Highway Bypass / Muddanur RTC Bus Stand Area Center, Muddanur",Hotel Muddanur Lodge / Similar Accommodations,Muddanur Fire & Rescue,"Main Road, Muddanur RTC Bus Stand Area, Muddanur",4.0,,4.0,,
Mudinepalli,Eluru,Mudinepalli RTC Bus Stand Area,15.90897,79.817131,Mudinepalli Lake Viewpoint,Mudinepalli Weavers Hamlet,Grand Mudinepalli Inn,4.2,"Near Mudinepalli RTC Bus Stand Area Main Junction, Mudinepalli",Mudinepalli Multi-Cuisine,3.5,"Opposite Mudinepalli Heritage Museum, Mudinepalli RTC Bus Stand Area, Mudinepalli",New Mudinepalli Breakfast Corner,"Market Road, Mudinepalli RTC Bus Stand Area, Mudinepalli",Mudinepalli Multi-Cuisine,"Highway Bypass / Mudinepalli RTC Bus Stand Area Center, Mudinepalli",Grand Mudinepalli Inn / Similar Accommodations,Mudinepalli Fire & Rescue,"Main Road, Mudinepalli RTC Bus Stand Area, Mudinepalli",4.0,,4.0,,
Mudinepalli,Eluru,Mudinepalli Railway Station Area,15.933308,79.83806,Mudinepalli Railway Station Area Central Park,Mudinepalli Railway Station Area Hidden Creek,Grand Mudinepalli Railway Station Area Lodge,3.9,"Near Mudinepalli Railway Station Area Main Junction, Mudinepalli",Mudinepalli Railway Station Area Spice Dhaba,3.6,"Opposite Mudinepalli Lake Promenade, Mudinepalli Railway Station Area, Mudinepalli",Authentic Mudinepalli Railway Station Area Cafe,"Market Road, Mudinepalli Railway Station Area, Mudinepalli",Mudinepalli Railway Station Area Spice Dhaba,"Highway Bypass / Mudinepalli Railway Station Area Center, Mudinepalli",Grand Mudinepalli Railway Station Area Lodge / Similar Accommodations,Mudinepalli Railway Station Area Government Hospital,"Main Road, Mudinepalli Railway Station Area, Mudinepalli",4.0,,4.0,,
Mudinepalli,Eluru,Mudinepalli Police Station Road,15.877271,79.701049,Mudinepalli Promenade,Mudinepalli Ancient Stepwell,Grand Mudinepalli Lodge,4.0,"Near Mudinepalli Police Station Road Main Junction, Mudinepalli",Mudinepalli Biryani House,3.6,"Opposite Mudinepalli City Central Park, Mudinepalli Police Station Road, Mudinepalli",Authentic Mudinepalli Cafe,"Market Road, Mudinepalli Police Station Road, Mudinepalli",Mudinepalli Biryani House,"Highway Bypass / Mudinepalli Police Station Road Center, Mudinepalli",Grand Mudinepalli Lodge / Similar Accommodations,Mudinepalli Fire & Rescue,"Main Road, Mudinepalli Police Station Road, Mudinepalli",4.0,,4.0,,
Mudinepalli,Eluru,Mudinepalli Main Bazar,15.891441,79.806236,Mudinepalli Heritage Temple,Mudinepalli Weavers Hamlet,Grand Mudinepalli Inn,4.7,"Near Mudinepalli Main Bazar Main Junction, Mudinepalli",Mudinepalli Flavours,3.9,"Opposite Mudinepalli Botanical Garden, Mudinepalli Main Bazar, Mudinepalli",Sri Mudinepalli Darshini,"Market Road, Mudinepalli Main Bazar, Mudinepalli",Mudinepalli Flavours,"Highway Bypass / Mudinepalli Main Bazar Center, Mudinepalli",Grand Mudinepalli Inn / Similar Accommodations,Mudinepalli Fire & Rescue,"Main Road, Mudinepalli Main Bazar, Mudinepalli",4.0,,4.0,Free,
Mummidivaram,Konaseema,Mummidivaram RTC Bus Stand Area,15.846435,79.83177,Mummidivaram Cultural Museum,Mummidivaram Old Fort Ruins,The Mummidivaram Inn,4.2,"Near Mummidivaram RTC Bus Stand Area Main Junction, Mummidivaram",Mummidivaram Spice Dhaba,4.0,"Opposite Mummidivaram Local Shiva Temple, Mummidivaram RTC Bus Stand Area, Mummidivaram",New Mummidivaram Breakfast Corner,"Market Road, Mummidivaram RTC Bus Stand Area, Mummidivaram",Mummidivaram Spice Dhaba,"Highway Bypass / Mummidivaram RTC Bus Stand Area Center, Mummidivaram",The Mummidivaram Inn / Similar Accommodations,Mummidivaram Government Hospital,"Main Road, Mummidivaram RTC Bus Stand Area, Mummidivaram",4.0,,4.0,,
Mummidivaram,Konaseema,Mummidivaram Main Bazar,15.828916,79.757206,Mummidivaram Heritage Temple,Mummidivaram Weavers Hamlet,Grand Mummidivaram Residency,4.8,"Near Mummidivaram Main Bazar Main Junction, Mummidivaram",Mummidivaram Flavours,4.7,"Opposite Mummidivaram Historic Fort Ruins, Mummidivaram Main Bazar, Mummidivaram",Namma Mummidivaram Cafe,"Market Road, Mummidivaram Main Bazar, Mummidivaram",Mummidivaram Flavours,"Highway Bypass / Mummidivaram Main Bazar Center, Mummidivaram",Grand Mummidivaram Residency / Similar Accommodations,Mummidivaram Primary Health Centre,"Main Road, Mummidivaram Main Bazar, Mummidivaram",4.0,,4.0,Free,
Mummidivaram,Konaseema,Mummidivaram Railway Station Area,15.931156,79.818891,Mummidivaram Railway Station Area Promenade,Mummidivaram Railway Station Area Old Fort Ruins,The Mummidivaram Railway Station Area Lodge,4.2,"Near Mummidivaram Railway Station Area Main Junction, Mummidivaram",Mummidivaram Railway Station Area Multi-Cuisine,4.6,"Opposite Mummidivaram Historic Fort Ruins, Mummidivaram Railway Station Area, Mummidivaram",Sri Mummidivaram Railway Station Area Breakfast Corner,"Market Road, Mummidivaram Railway Station Area, Mummidivaram",Mummidivaram Railway Station Area Multi-Cuisine,"Highway Bypass / Mummidivaram Railway Station Area Center, Mummidivaram",The Mummidivaram Railway Station Area Lodge / Similar Accommodations,Mummidivaram Railway Station Area Government Hospital,"Main Road, Mummidivaram Railway Station Area, Mummidivaram",4.0,,4.0,,
Munagapaka,Anakapalli,Old Puram Cross Roads,15.831376,79.791542,Old Puram Cross Roads Cultural Museum,Old Puram Cross Roads Old Fort Ruins,Grand Old Puram Cross Roads Residency,3.9,"Near Old Puram Cross Roads Main Junction, Munagapaka",Old Puram Cross Roads Family Restaurant,3.8,"Opposite Munagapaka Heritage Museum, Old Puram Cross Roads, Munagapaka",Sri Old Puram Cross Roads Breakfast Corner,"Market Road, Old Puram Cross Roads, Munagapaka",Old Puram Cross Roads Family Restaurant,"Highway Bypass / Old Puram Cross Roads Center, Munagapaka",Grand Old Puram Cross Roads Residency / Similar Accommodations,Old Puram Cross Roads Primary Health Centre,"Main Road, Old Puram Cross Roads, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Munagapaka North Palem,15.823385,79.769226,Munagapaka North Palem Central Park,Munagapaka North Palem Old Fort Ruins,Grand Munagapaka North Palem Lodge,4.1,"Near Munagapaka North Palem Main Junction, Munagapaka",Munagapaka North Palem Spice Dhaba,4.0,"Opposite Munagapaka Historic Fort Ruins, Munagapaka North Palem, Munagapaka",New Munagapaka North Palem Breakfast Corner,"Market Road, Munagapaka North Palem, Munagapaka",Munagapaka North Palem Spice Dhaba,"Highway Bypass / Munagapaka North Palem Center, Munagapaka",Grand Munagapaka North Palem Lodge / Similar Accommodations,Munagapaka North Palem Fire & Rescue,"Main Road, Munagapaka North Palem, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,New Giri Phase 2,15.820611,79.775282,New Giri Phase 2 Cultural Museum,New Giri Phase 2 Old Fort Ruins,The New Giri Phase 2 Residency,4.9,"Near New Giri Phase 2 Main Junction, Munagapaka",New Giri Phase 2 Multi-Cuisine,4.5,"Opposite Munagapaka Local Shiva Temple, New Giri Phase 2, Munagapaka",Sri New Giri Phase 2 Darshini,"Market Road, New Giri Phase 2, Munagapaka",New Giri Phase 2 Multi-Cuisine,"Highway Bypass / New Giri Phase 2 Center, Munagapaka",The New Giri Phase 2 Residency / Similar Accommodations,New Giri Phase 2 Fire & Rescue,"Main Road, New Giri Phase 2, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Sri Peta,15.928515,79.78464,Sri Peta Promenade,Sri Peta Old Fort Ruins,Hotel Sri Peta Residency,4.4,"Near Sri Peta Main Junction, Munagapaka",Sri Peta Spice Dhaba,4.2,"Opposite Munagapaka Local Shiva Temple, Sri Peta, Munagapaka",Namma Sri Peta Cafe,"Market Road, Sri Peta, Munagapaka",Sri Peta Spice Dhaba,"Highway Bypass / Sri Peta Center, Munagapaka",Hotel Sri Peta Residency / Similar Accommodations,Sri Peta Primary Health Centre,"Main Road, Sri Peta, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Bala Nagar,15.855534,79.729526,Bala Nagar Heritage Temple,Bala Nagar Old Fort Ruins,Grand Bala Nagar Boutique Hotel,4.6,"Near Bala Nagar Main Junction, Munagapaka",Bala Nagar Spice Dhaba,3.9,"Opposite Munagapaka City Central Park, Bala Nagar, Munagapaka",Namma Bala Nagar Darshini,"Market Road, Bala Nagar, Munagapaka",Bala Nagar Spice Dhaba,"Highway Bypass / Bala Nagar Center, Munagapaka",Grand Bala Nagar Boutique Hotel / Similar Accommodations,Bala Nagar Primary Health Centre,"Main Road, Bala Nagar, Munagapaka",4.0,,4.0,Free,
Munagapaka,Anakapalli,Santhi Ram Enclave,15.888885,79.79786,Santhi Ram Enclave Historic Monument,Santhi Ram Enclave Weavers Hamlet,Grand Santhi Ram Enclave Suites,4.5,"Near Santhi Ram Enclave Main Junction, Munagapaka",Santhi Ram Enclave Multi-Cuisine,4.1,"Opposite Munagapaka Botanical Garden, Santhi Ram Enclave, Munagapaka",New Santhi Ram Enclave Breakfast Corner,"Market Road, Santhi Ram Enclave, Munagapaka",Santhi Ram Enclave Multi-Cuisine,"Highway Bypass / Santhi Ram Enclave Center, Munagapaka",Grand Santhi Ram Enclave Suites / Similar Accommodations,Santhi Ram Enclave Government Hospital,"Main Road, Santhi Ram Enclave, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Munagapaka West Enclave,15.828308,79.834412,Munagapaka West Enclave Lake Viewpoint,Munagapaka West Enclave Sunset Hill,The Munagapaka West Enclave Residency,4.2,"Near Munagapaka West Enclave Main Junction, Munagapaka",Munagapaka West Enclave Flavours,4.4,"Opposite Munagapaka Botanical Garden, Munagapaka West Enclave, Munagapaka",New Munagapaka West Enclave Cafe,"Market Road, Munagapaka West Enclave, Munagapaka",Munagapaka West Enclave Flavours,"Highway Bypass / Munagapaka West Enclave Center, Munagapaka",The Munagapaka West Enclave Residency / Similar Accommodations,Munagapaka West Enclave Government Hospital,"Main Road, Munagapaka West Enclave, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Munagapaka North Enclave,15.968223,79.650716,Munagapaka North Enclave Cultural Museum,Munagapaka North Enclave Weavers Hamlet,Grand Munagapaka North Enclave Residency,3.8,"Near Munagapaka North Enclave Main Junction, Munagapaka",Munagapaka North Enclave Flavours,3.8,"Opposite Munagapaka City Central Park, Munagapaka North Enclave, Munagapaka",New Munagapaka North Enclave Cafe,"Market Road, Munagapaka North Enclave, Munagapaka",Munagapaka North Enclave Flavours,"Highway Bypass / Munagapaka North Enclave Center, Munagapaka",Grand Munagapaka North Enclave Residency / Similar Accommodations,Munagapaka North Enclave Government Hospital,"Main Road, Munagapaka North Enclave, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Munagapaka West Peta,15.818168,79.808693,Munagapaka West Peta Central Park,Munagapaka West Peta Weavers Hamlet,Grand Munagapaka West Peta Lodge,4.7,"Near Munagapaka West Peta Main Junction, Munagapaka",Munagapaka West Peta Flavours,4.7,"Opposite Munagapaka Heritage Museum, Munagapaka West Peta, Munagapaka",Authentic Munagapaka West Peta Breakfast Corner,"Market Road, Munagapaka West Peta, Munagapaka",Munagapaka West Peta Flavours,"Highway Bypass / Munagapaka West Peta Center, Munagapaka",Grand Munagapaka West Peta Lodge / Similar Accommodations,Munagapaka West Peta Fire & Rescue,"Main Road, Munagapaka West Peta, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Munagapaka West Nagar,15.870384,79.811352,Munagapaka West Nagar Historic Monument,Munagapaka West Nagar Old Fort Ruins,Grand Munagapaka West Nagar Inn,4.4,"Near Munagapaka West Nagar Main Junction, Munagapaka",Munagapaka West Nagar Multi-Cuisine,4.7,"Opposite Munagapaka Lake Promenade, Munagapaka West Nagar, Munagapaka",Sri Munagapaka West Nagar Cafe,"Market Road, Munagapaka West Nagar, Munagapaka",Munagapaka West Nagar Multi-Cuisine,"Highway Bypass / Munagapaka West Nagar Center, Munagapaka",Grand Munagapaka West Nagar Inn / Similar Accommodations,Munagapaka West Nagar Government Hospital,"Main Road, Munagapaka West Nagar, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Old Krishna Peta,15.919682,79.834494,Old Krishna Peta Cultural Museum,Old Krishna Peta Weavers Hamlet,The Old Krishna Peta Suites,3.9,"Near Old Krishna Peta Main Junction, Munagapaka",Old Krishna Peta Flavours,4.6,"Opposite Munagapaka City Central Park, Old Krishna Peta, Munagapaka",Authentic Old Krishna Peta Cafe,"Market Road, Old Krishna Peta, Munagapaka",Old Krishna Peta Flavours,"Highway Bypass / Old Krishna Peta Center, Munagapaka",The Old Krishna Peta Suites / Similar Accommodations,Old Krishna Peta Fire & Rescue,"Main Road, Old Krishna Peta, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Munagapaka West Phase 1,15.969817,79.725148,Munagapaka West Phase 1 Heritage Temple,Munagapaka West Phase 1 Weavers Hamlet,Grand Munagapaka West Phase 1 Lodge,4.9,"Near Munagapaka West Phase 1 Main Junction, Munagapaka",Munagapaka West Phase 1 Flavours,4.5,"Opposite Munagapaka Botanical Garden, Munagapaka West Phase 1, Munagapaka",Namma Munagapaka West Phase 1 Darshini,"Market Road, Munagapaka West Phase 1, Munagapaka",Munagapaka West Phase 1 Flavours,"Highway Bypass / Munagapaka West Phase 1 Center, Munagapaka",Grand Munagapaka West Phase 1 Lodge / Similar Accommodations,Munagapaka West Phase 1 Fire & Rescue,"Main Road, Munagapaka West Phase 1, Munagapaka",4.0,,4.0,Free,
Munagapaka,Anakapalli,Sri Gardens,15.991453,79.748492,Sri Gardens Heritage Temple,Sri Gardens Ancient Stepwell,The Sri Gardens Residency,4.7,"Near Sri Gardens Main Junction, Munagapaka",Sri Gardens Biryani House,3.6,"Opposite Munagapaka Local Shiva Temple, Sri Gardens, Munagapaka",Sri Sri Gardens Breakfast Corner,"Market Road, Sri Gardens, Munagapaka",Sri Gardens Biryani House,"Highway Bypass / Sri Gardens Center, Munagapaka",The Sri Gardens Residency / Similar Accommodations,Sri Gardens Fire & Rescue,"Main Road, Sri Gardens, Munagapaka",4.0,,4.0,Free,
Munagapaka,Anakapalli,Vidya Ram Cross Roads,15.814184,79.65965,Vidya Ram Cross Roads Central Park,Vidya Ram Cross Roads Sunset Hill,The Vidya Ram Cross Roads Lodge,4.3,"Near Vidya Ram Cross Roads Main Junction, Munagapaka",Vidya Ram Cross Roads Biryani House,3.6,"Opposite Munagapaka Heritage Museum, Vidya Ram Cross Roads, Munagapaka",Sri Vidya Ram Cross Roads Tiffin Centre,"Market Road, Vidya Ram Cross Roads, Munagapaka",Vidya Ram Cross Roads Biryani House,"Highway Bypass / Vidya Ram Cross Roads Center, Munagapaka",The Vidya Ram Cross Roads Lodge / Similar Accommodations,Vidya Ram Cross Roads Local Police Station,"Main Road, Vidya Ram Cross Roads, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Munagapaka North Extension,15.827204,79.786907,Munagapaka North Extension Lake Viewpoint,Munagapaka North Extension Sunset Hill,Hotel Munagapaka North Extension Inn,4.4,"Near Munagapaka North Extension Main Junction, Munagapaka",Munagapaka North Extension Flavours,4.7,"Opposite Munagapaka City Central Park, Munagapaka North Extension, Munagapaka",Sri Munagapaka North Extension Cafe,"Market Road, Munagapaka North Extension, Munagapaka",Munagapaka North Extension Flavours,"Highway Bypass / Munagapaka North Extension Center, Munagapaka",Hotel Munagapaka North Extension Inn / Similar Accommodations,Munagapaka North Extension Government Hospital,"Main Road, Munagapaka North Extension, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Bala Layout,15.970901,79.832778,Bala Layout Cultural Museum,Bala Layout Ancient Stepwell,Grand Bala Layout Residency,3.8,"Near Bala Layout Main Junction, Munagapaka",Bala Layout Multi-Cuisine,4.1,"Opposite Munagapaka Lake Promenade, Bala Layout, Munagapaka",Namma Bala Layout Breakfast Corner,"Market Road, Bala Layout, Munagapaka",Bala Layout Multi-Cuisine,"Highway Bypass / Bala Layout Center, Munagapaka",Grand Bala Layout Residency / Similar Accommodations,Bala Layout Fire & Rescue,"Main Road, Bala Layout, Munagapaka",4.0,,4.0,,
Munagapaka,Anakapalli,Gandhi Giri Hills,15.812908,79.698949,Gandhi Giri Hills Central Park,Gandhi Giri Hills Ancient Stepwell,The Gandhi Giri Hills Lodge,4.2,"Near Gandhi Giri Hills Main Junction, Munagapaka",Gandhi Giri Hills Spice Dhaba,3.7,"Opposite Munagapaka Local Shiva Temple, Gandhi Giri Hills, Munagapaka",Namma Gandhi Giri Hills Tiffin Centre,"Market Road, Gandhi Giri Hills, Munagapaka",Gandhi Giri Hills Spice Dhaba,"Highway Bypass / Gandhi Giri Hills Center, Munagapaka",The Gandhi Giri Hills Lodge / Similar Accommodations,Gandhi Giri Hills Government Hospital,"Main Road, Gandhi Giri Hills, Munagapaka",4.0,,4.0,,
